Nazwa,Cena,Oferta od,Pokaż oferty z numerem VIN,Ma numer rejestracyjny,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie Poza Miastem,Spalanie W Mieście,Typ nadwozia,Emisja CO2,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Data pierwszej rejestracji w historii pojazdu,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Tuning,Stan,VIN,Bezwypadkowy,Serwisowany w ASO,Leasing, Pierwszy właściciel (od nowości),Spalanie W Cyklu Mieszanym,Okres gwarancji producenta,lub do (przebieg km),Możliwość finansowania,Faktura VAT,Uszkodzony,VAT marża,Gwarancja dealerska (w cenie),Miesięczna rata,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Zarejestrowany jako zabytek,Autonomia
BMW Seria 3,23 800,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2008,210 000 km,1 995 cm3,Diesel,177 KM,Manualna,,,,Kombi,,5,5,Czarny,Metalik,Niemcy,,,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,177 926,Firma,Tak,Tak,BMW,Seria 3,318i,G20/G21 (2019-),2023,9 600 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,4,,Czarny,,,20 marzec 2023,KRA779AL,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d DPF Touring,21 600,Prywatne,Tak,Tak,BMW,Seria 3,318d DPF Touring,E90/E91/E92/E93 (2005-2012),2009,228 850 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,4.0 l/100km,"5,40 l/100km",Kombi,120 g/km,5,,Srebrny,,,12 maj 2009,EWIJU47,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,19 800,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,256 000 km,1 995 cm3,Benzyna,129 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Granatowy,Metalik,Niemcy,30 październik 2006,SC986CJ,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive,119 000,Prywatne,Tak,Tak,BMW,Seria 3,320d xDrive,F30/F31 (2012-2020),2020,175 533 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Biały,,Polska,28 październik 2020,SB911AT,Tak,,Używane,Wyświetl VIN,Tak,,,Tak,,,,,,,,,,,,,,,
BMW Seria 3,26 000,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2008,202 069 km,1 995 cm3,Benzyna,170 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Szary,Metalik,,18 grudzień 2008,,Tak,,Używane,Wyświetl VIN,,,Tak,,,,,Tak,,,,,168 PLN,,,,,,
BMW Seria 3 320d Touring,41 000,Prywatne,Tak,Tak,BMW,Seria 3,320d Touring,F30/F31 (2012-2020),2012,290 000 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,4.2 l/100km,"5,50 l/100km",Kombi,123 g/km,5,,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,149 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2019,113 200 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Biały,Metalik,Polska,07 styczeń 2020,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 M340i xDrive,139 000,Firma,Tak,,BMW,Seria 3,M340i xDrive,G20/G21 (2019-),2023,2 265 km,2 998 cm3,Benzyna,374 KM,Automatyczna,4x4 (stały),,,Sedan,,4,4,Beżowy,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 318i,9 000,Prywatne,Tak,,BMW,Seria 3,318i,E46 (1998-2007),2003,240 000 km,1 995 cm3,Benzyna,143 KM,Manualna,,,8 l/100km,Sedan,,4,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,15 000,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,336 200 km,1 995 cm3,Diesel,122 KM,Manualna,Na tylne koła,,,Sedan,,4,5,Czarny,Metalik,,02 czerwiec 2006,,Tak,,Używane,Wyświetl VIN,,,Tak,,,,,Tak,,,,,111 PLN,,,,,,
BMW Seria 3 320i M Sport,226 900,Firma,Tak,,BMW,Seria 3,320i M Sport,G20/G21 (2019-),2023,6 000 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Szary,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,56 900,Firma,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2014,209 000 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,,,XXXXXXX,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3,271 170,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,9 km,1 993 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,,Kombi,,5,5,Biały,Metalik,Polska,,,,,Nowe,Wyświetl VIN,Tak,,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i Sport Line,55 000,Prywatne,Tak,Tak,BMW,Seria 3,318i Sport Line,F30/F31 (2012-2020),2015,135 000 km,1 499 cm3,Benzyna,136 KM,Automatyczna,Na tylne koła,4.0 l/100km,6 l/100km,Sedan,116 g/km,4,5,Czarny,Matowy,Polska,18 wrzesień 2015,KT7235G,Tak,Tak,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i Advantage,67 900,Firma,Tak,,BMW,Seria 3,318i Advantage,F30/F31 (2012-2020),2018,75 000 km,1 499 cm3,Benzyna,136 KM,Automatyczna,Na tylne koła,4.0 l/100km,6 l/100km,Sedan,,4,5,Czarny,,Polska,,,Tak,,Używane,Wyświetl VIN,,,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 320d,8 500,Prywatne,Tak,Tak,BMW,Seria 3,320d,E46 (1998-2007),2004,250 000 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,4.0 l/100km,7 l/100km,Sedan,,4,5,Srebrny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,119 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,G20/G21 (2019-),2020,90 000 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Kombi,,5,,Biały,,Polska,07 październik 2020,WZ618AV,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 325i,29 900,Prywatne,Tak,Tak,BMW,Seria 3,325i,E90/E91/E92/E93 (2005-2012),2005,219 000 km,2 497 cm3,Benzyna,218 KM,Manualna,Na tylne koła,,12 l/100km,Sedan,,5,5,Srebrny,Metalik,Polska,28 luty 2005,SRCNE93,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 325ti,18 500,Prywatne,Tak,Tak,BMW,Seria 3,325ti,E46 (1998-2007),2002,290 000 km,2 494 cm3,Benzyna,192 KM,Manualna,Na tylne koła,7.0 l/100km,12 l/100km,Kompakt,,3,5,Granatowy,Metalik,Niemcy,06 maj 2002,pz3r099,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i,209 900,Firma,Tak,,BMW,Seria 3,320i,G20/G21 (2019-),2022,28 003 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Szary,Metalik,Polska,08 grudzień 2022,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d xDrive M Sport sport,159 900,Firma,Tak,,BMW,Seria 3,320d xDrive M Sport sport,G20/G21 (2019-),2020,98 600 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,5 l/100km,Kombi,,5,5,Szary,Metalik,,20 sierpień 2020,,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d,22 500,Prywatne,Tak,Tak,BMW,Seria 3,320d,E90/E91/E92/E93 (2005-2012),2006,331 000 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,,8 l/100km,Kombi,,5,5,Czarny,Metalik,,22 luty 2006,ZS5906T,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,209 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2022,21 250 km,1 998 cm3,Benzyna,184 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Biały,,Polska,12 sierpień 2022,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i,173 888,Firma,,,BMW,Seria 3,318i,G20/G21 (2019-),2023,1 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,Polska,,,Tak,,Nowe,,Tak,,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,79 999,Firma,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2019,194 265 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Szary,Metalik,Polska,21 październik 2019,WT3251A,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,10 000,Firma,Tak,,BMW,Seria 3,,E36 (1990-1999),2002,151 483 km,1 796 cm3,Benzyna,115 KM,Manualna,Na tylne koła,,,Kompakt,,3,5,Czarny,Metalik,,21 marzec 2002,,Tak,,Używane,Wyświetl VIN,Tak,,Tak,Tak,,,,Tak,,,,,74 PLN,,,,,,
BMW Seria 3 330i,235 100,Firma,Tak,,BMW,Seria 3,330i,G20/G21 (2019-),2023,5 km,1 998 cm3,Benzyna,245 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Czarny,,,,,,,Nowe,Wyświetl VIN,Tak,,Tak,,,,,,Tak,,,,3 564 PLN,,,,,,
BMW Seria 3 318d,23 999,Prywatne,Tak,Tak,BMW,Seria 3,318d,E90/E91/E92/E93 (2005-2012),2010,279 000 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,,5 l/100km,Kombi,,4,5,Inny kolor,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 M340i xDrive,39 000,Firma,Tak,,BMW,Seria 3,M340i xDrive,F30/F31 (2012-2020),2013,186 521 km,2 998 cm3,Benzyna,374 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Biały,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 318i,177 282,Firma,Tak,Tak,BMW,Seria 3,318i,G20/G21 (2019-),2022,6 500 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Szary,,,14 luty 2023,KRA296AL,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,77 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2016,130 328 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,,26 maj 2016,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,,,,,458 PLN,,,,,,
BMW Seria 3,26 000,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2009,193 125 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,,,Sedan,,4,5,Czarny,Metalik,,14 lipiec 2009,,Tak,,Używane,Wyświetl VIN,,,Tak,,,,,Tak,,,,,155 PLN,,,,,,
BMW Seria 3,8 500,Prywatne,Tak,,BMW,Seria 3,,E46 (1998-2007),2003,338 000 km,1 995 cm3,Diesel,150 KM,Manualna,,,,Kombi,,5,,Granatowy,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d,19 900,Prywatne,Tak,,BMW,Seria 3,318d,E90/E91/E92/E93 (2005-2012),2007,310 000 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,,7 l/100km,Sedan,,5,5,Czarny,,Polska,,,Tak,Tak,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 335i xDrive,39 000,Firma,Tak,,BMW,Seria 3,335i xDrive,F30/F31 (2012-2020),2013,195 400 km,2 979 cm3,Benzyna,306 KM,Automatyczna,4x4 (stały),5.7 l/100km,11 l/100km,Sedan,178 g/km,4,5,Niebieski,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 M340d xDrive mHEV sport,181 000,Firma,Tak,,BMW,Seria 3,M340d xDrive mHEV sport,G20/G21 (2019-),2022,13 000 km,2 993 cm3,Diesel,340 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Czarny,Metalik,Francja,14 listopad 2022,,,,Używane,Wyświetl VIN,,Tak,,Tak,,14 Listopada 2024,,Tak,,Tak,Tak,24 miesięcy,,,,,,,
BMW Seria 3,60 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2014,147 135 km,1 995 cm3,Diesel,184 KM,Manualna,4x4 (dołączany automatycznie),,,Kombi,,5,5,Szary,Metalik,Polska,10 październik 2014,,Tak,,Używane,Wyświetl VIN,,Tak,Tak,,,,,Tak,Tak,,,,357 PLN,,,,,,
BMW Seria 3,31 000,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2011,220 000 km,2 000 cm3,Benzyna,163 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Niebieski,Metalik,Holandia,,,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,Tak,,,,,,,,
BMW Seria 3,44 900,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2007,253 100 km,2 993 cm3,Diesel,231 KM,Automatyczna,Na tylne koła,,,Coupe,,2,4,Niebieski,Matowy,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i xDrive M Sport,244 900,Firma,Tak,,BMW,Seria 3,330i xDrive M Sport,G20/G21 (2019-),2023,12 000 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Granatowy,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 335d Coupe,89 900,Prywatne,Tak,,BMW,Seria 3,335d Coupe,E90/E91/E92/E93 (2005-2012),2011,265 000 km,2 993 cm3,Diesel,286 KM,Automatyczna,Na tylne koła,,9 l/100km,Coupe,,2,4,Czarny,Metalik,,,,Tak,Tak,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 316i,12 500,Prywatne,Tak,Tak,BMW,Seria 3,316i,E46 (1998-2007),2003,270 000 km,1 796 cm3,Benzyna+LPG,115 KM,Manualna,Na tylne koła,5.0 l/100km,10 l/100km,Sedan,,5,5,Granatowy,,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,89 000,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2021,64 492 km,2 998 cm3,Benzyna,374 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Niebieski,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 330e M Sport,305 900,Firma,Tak,,BMW,Seria 3,330e M Sport,G20/G21 (2019-),2023,5 km,1 998 cm3,Hybryda,184 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Niebieski,Metalik,Polska,,,Tak,,Nowe,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,149 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2019,113 800 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Szary,Metalik,Polska,20 styczeń 2020,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,59 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2016,126 578 km,2 998 cm3,Benzyna,326 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 330i xDrive M Sport,99 900,Firma,Tak,,BMW,Seria 3,330i xDrive M Sport,F30/F31 (2012-2020),2017,56 000 km,1 998 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),5.0 l/100km,7 l/100km,Sedan,138 g/km,4,5,Srebrny,Metalik,,,,Tak,,Używane,Wyświetl VIN,,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 318i,11 900,Prywatne,Tak,,BMW,Seria 3,318i,E46 (1998-2007),2002,164 730 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,,8 l/100km,Kombi,,5,,Czarny,,,,,,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i xDrive M Sport,243 900,Firma,Tak,,BMW,Seria 3,330i xDrive M Sport,G20/G21 (2019-),2023,10 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Biały,,,,,,,Nowe,Wyświetl VIN,Tak,,Tak,,,,,,Tak,,,,,,,,,,
BMW Seria 3 318i,5 000,Prywatne,Tak,Tak,BMW,Seria 3,318i,E36 (1990-1999),1997,314 257 km,1 796 cm3,Benzyna,115 KM,Manualna,Na tylne koła,,,Kombi,,5,,Granatowy,,,03 czerwiec 1997,FG 5026A,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i M Sport,213 949,Firma,,,BMW,Seria 3,320i M Sport,G20/G21 (2019-),2023,1 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,6 l/100km,Sedan,,4,5,Czarny,Metalik,Polska,,,,,Nowe,,Tak,,Tak,,,12 Grudnia 2026,90 000 km,Tak,Tak,,,24 miesięcy,,,,,,,
BMW Seria 3 320d xDrive mHEV M Sport sport,250 830,Firma,,,BMW,Seria 3,320d xDrive mHEV M Sport sport,G20/G21 (2019-),2023,1 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Szary,,,,,,,Nowe,,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 316i,44 990,Firma,Tak,,BMW,Seria 3,316i,F30/F31 (2012-2020),2015,230 000 km,1 598 cm3,Benzyna,136 KM,Manualna,Na tylne koła,,7 l/100km,Sedan,,4,5,Czarny,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 335i Coupe,34 000,Firma,Tak,,BMW,Seria 3,335i Coupe,E90/E91/E92/E93 (2005-2012),2013,197 083 km,2 979 cm3,Benzyna,306 KM,Automatyczna,Na tylne koła,6.4 l/100km,"11,80 l/100km",Coupe,196 g/km,2,4,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 318i,14 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2007,249 000 km,1 995 cm3,Benzyna,129 KM,Manualna,Na tylne koła,,10 l/100km,Kombi,,5,5,Błękitny,Metalik,Niemcy,11 październik 2007,xxxxxx,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,78 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2019,96 518 km,1 499 cm3,Benzyna,136 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Biały,,Polska,19 marzec 2019,,Tak,,Używane,Wyświetl VIN,,,Tak,,,,,Tak,Tak,,,,464 PLN,,,,,,
BMW Seria 3 318d Touring Luxury Line,55 999,Prywatne,Tak,,BMW,Seria 3,318d Touring Luxury Line,F30/F31 (2012-2020),2018,240 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Kombi,,5,,Czarny,,Włochy,26 wrzesień 2018,,,,Używane,Wyświetl VIN,Tak,,Tak,,,,,,,,,,,,,,,,
BMW Seria 3 318i,119 900,Firma,Tak,,BMW,Seria 3,318i,G20/G21 (2019-),2020,83 659 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Niebieski,Metalik,Polska,04 styczeń 2021,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,27 900,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2008,222 000 km,2 000 cm3,Diesel,143 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Czarny,,Niemcy,,,,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 330d,15 500,Prywatne,Tak,Tak,BMW,Seria 3,330d,E90/E91/E92/E93 (2005-2012),2006,395 000 km,2 996 cm3,Diesel,231 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Niebieski,Metalik,Irlandia,sierpień 2006,BSK33330,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,Tak,,
BMW Seria 3,174 900,Firma,Tak,Tak,BMW,Seria 3,,G20/G21 (2019-),2021,55 786 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Biały,Perłowy,Polska,17 listopad 2021,DW5PW01,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,29 900,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2010,232 507 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,,,Kombi,,2,5,Szary,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i Edition Lifestyle,23 900,Prywatne,Tak,Tak,BMW,Seria 3,318i Edition Lifestyle,E90/E91/E92/E93 (2005-2012),2008,270 146 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,5.3 l/100km,"8,10 l/100km",Sedan,146 g/km,4,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 316i,21 999,Prywatne,Tak,Tak,BMW,Seria 3,316i,E36 (1990-1999),1993,74 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na tylne koła,,,Sedan,,4,5,Inny kolor,Metalik,Niemcy,30 kwiecień 1993,BMW7327,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d DPF Touring,21 000,Prywatne,Tak,,BMW,Seria 3,320d DPF Touring,E90/E91/E92/E93 (2005-2012),2011,331 000 km,1 995 cm3,Diesel,184 KM,Manualna,,,6 l/100km,Kombi,,5,5,Szary,Metalik,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i M Sport,248 940,Firma,,,BMW,Seria 3,330i M Sport,G20/G21 (2019-),2023,1 km,1 998 cm3,Benzyna,245 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Czarny,,Polska,,,,,Nowe,,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d,49 900,Firma,Tak,Tak,BMW,Seria 3,320d,F30/F31 (2012-2020),2014,214 000 km,1 995 cm3,Diesel,184 KM,Manualna,Na tylne koła,3.0 l/100km,5 l/100km,Sedan,120 g/km,4,5,Błękitny,,,13 listopad 2014,BIA436A,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,59 900,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2009,194 000 km,2 993 cm3,Diesel,245 KM,Automatyczna,,,,Kombi,,5,,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i xDrive M Sport,122 900,Firma,Tak,,BMW,Seria 3,330i xDrive M Sport,F30/F31 (2012-2020),2019,80 640 km,1 998 cm3,Benzyna,252 KM,Automatyczna,4x4 (dołączany automatycznie),,7 l/100km,Kombi,,4,5,Niebieski,,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d xDrive M Sport sport,149 900,Firma,Tak,Tak,BMW,Seria 3,320d xDrive M Sport sport,G20/G21 (2019-),2019,117 500 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,118 g/km,4,5,Niebieski,Metalik,Polska,07 listopad 2019,PZ423TE,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive MHEV Luxury Line,189 900,Firma,Tak,,BMW,Seria 3,320d xDrive MHEV Luxury Line,G20/G21 (2019-),2022,41 500 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Czarny,Metalik,,23 marzec 2022,,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d,17 500,Prywatne,Tak,Tak,BMW,Seria 3,320d,E90/E91/E92/E93 (2005-2012),2005,335 680 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,4.0 l/100km,7 l/100km,Sedan,,4,5,Granatowy,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 323i,89 900,Prywatne,Tak,Tak,BMW,Seria 3,323i,E21 (1975-1982),1981,153 000 km,2 316 cm3,Benzyna,149 KM,Manualna,,,,Sedan,,4,,Złoty,,Niemcy,czerwiec 1981,WR323GL,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive M Sport sport,139 999,Firma,Tak,,BMW,Seria 3,320d xDrive M Sport sport,G20/G21 (2019-),2021,155 636 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Szary,Perłowy,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d xDrive mHEV M Sport,119 900,Firma,Tak,Tak,BMW,Seria 3,320d xDrive mHEV M Sport,G20/G21 (2019-),2020,99 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,,Kombi,,5,5,Biały,Perłowy,Niemcy,15 wrzesień 2020,Bogata wersja,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
